,type,id,bnf_code,nm
141,vmp,35907611000001101,0302000C0AAALAL,Beclometasone 100microgram inhalation powder blisters
142,vmp,35907711000001105,0302000C0AAAGAG,Beclometasone 100microgram inhalation powder blisters with device
143,vmp,35908311000001107,0302000C0AAAHAH,Beclometasone 200microgram inhalation powder blisters with device
144,vmp,35908211000001104,0302000C0AAAKAK,Beclometasone 200microgram inhalation powder blisters
145,vmp,35909011000001104,0302000C0AAAJAJ,Beclometasone 400microgram inhalation powder blisters with device
146,vmp,35908911000001108,0302000C0AAAQAQ,Beclometasone 400microgram inhalation powder blisters
148,vmp,14959511000001107,0302000K0AAAZAZ,Budesonide 100micrograms/dose inhaler CFC free
149,vmp,15374611000001106,0302000K0AABABA,Budesonide 200micrograms/dose inhaler CFC free
162,vmp,320535004,0302000C0AAAFAF,Beclometasone 200microgram inhalation powder capsules
163,vmp,320520000,0302000C0AAAIAI,Beclometasone 400microgram inhalation powder capsules
164,vmp,36059911000001104,0302000N0AAAAAA,Fluticasone propionate 50microgram inhalation powder blisters with device
165,vmp,36059311000001100,0302000N0AAACAC,Fluticasone propionate 100microgram inhalation powder blisters with device
166,vmp,36059211000001108,0302000N0AAADAD,Fluticasone propionate 100microgram inhalation powder blisters
168,vmp,36059411000001107,0302000N0AAAEAE,Fluticasone propionate 250microgram inhalation powder blisters with device
170,vmp,320618008,0302000N0AABHBH,Fluticasone 50micrograms/dose inhaler CFC free
171,vmp,320614005,0302000N0AABABA,Fluticasone 125micrograms/dose inhaler CFC free
173,vmp,35912511000001101,0302000K0AAADAD,Budesonide 200micrograms/dose inhaler
174,vmp,35909411000001108,0302000C0AABIBI,Beclometasone 50micrograms/dose dry powder inhaler
175,vmp,35908011000001109,0302000C0AABJBJ,Beclometasone 100micrograms/dose dry powder inhaler
176,vmp,35912411000001100,0302000K0AAAGAG,Budesonide 200micrograms/dose dry powder inhaler
177,vmp,35912111000001105,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler
178,vmp,35908411000001100,0302000C0AABUBU,Beclometasone 200micrograms/dose dry powder inhaler
180,vmp,35909111000001103,0302000C0AABSBS,Beclometasone 400micrograms/dose dry powder inhaler
181,vmp,35909511000001107,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler
182,vmp,35908111000001105,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free
183,vmp,35909611000001106,0302000C0AABEBE,Beclometasone 50micrograms/dose inhaler CFC free
184,vmp,35909311000001101,0302000C0AABGBG,Beclometasone 50micrograms/dose breath actuated inhaler CFC free
185,vmp,35907911000001107,0302000C0AABHBH,Beclometasone 100micrograms/dose breath actuated inhaler CFC free
186,vmp,320537007,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler
187,vmp,35908511000001101,0302000C0AAARAR,Beclometasone 200micrograms/dose inhaler
189,vmp,35907811000001102,0302000C0AAATAT,Beclometasone 100micrograms/dose breath actuated inhaler
191,vmp,320602002,0302000N0AAARAR,Fluticasone propionate 50micrograms/dose dry powder inhaler
192,vmp,320603007,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler
193,vmp,36565411000001101,0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler
196,vmp,35912811000001103,0302000K0AAAAAA,Budesonide 50micrograms/dose inhaler
197,vmp,35909211000001109,0302000C0AAASAS,Beclometasone 50micrograms/dose breath actuated inhaler
198,vmp,408013007,0302000R0AAACAC,Mometasone 400micrograms/dose dry powder inhaler
199,vmp,408026006,0302000R0AAAAAA,Mometasone 200micrograms/dose dry powder inhaler
200,vmp,8024611000001102,0302000K0AAAVAV,Budesonide 200micrograms/dose dry powder inhalation cartridge with device
201,vmp,9004511000001107,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free
203,vmp,9117811000001107,0302000K0AAAWAW,Budesonide 200micrograms/dose dry powder inhalation cartridge
204,vmp,10621011000001101,0302000C0AABVBV,Beclometasone 200micrograms/dose inhaler CFC free
